Competency Score Key,Student Key,Assessment Key,Session,Type,Number,Category Group,Category,Points Earned,Percent Earned,Source CSV
2026-03-E2-STU-63E48A24CA0B-a7a3e0988a,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Exam,PreL FCUE NR326,98.517857,0.7036989786,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-54272dbeb3,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Basic Care and Comfort (BCC),2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-a5dea4da9a,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Health Promotion and Maintenance (HPM),7.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-2e9a6b7b34,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Management of Care (MC),10.625,0.85,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-fd2eee6480,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Pharmacological and Parenteral Therapies (PPT),5,0.5,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-64127da332,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Physiological Adaptation (PA),2.5,0.5,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-8ea1ba17ba,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Psychosocial Integrity (PI),65.392857,0.6883458632,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-4052f5b8d2,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Reduction of Risk Potential (RRP),2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-14e35da63a,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Safety and Infection Control (SIC),2.5,0.5,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-7208e2b7c0,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Nursing Process,PreL Analysis.Diagnosis,15.892857,0.79464285,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-4ad703a50f,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Nursing Process,PreL Assessment,12,0.96,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-6811969a2e,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Nursing Process,PreL Evaluation,20,0.6666666667,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-e2d31dab35,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Nursing Process,PreL Implementation.Intervention,27.5,0.7333333333000001,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-f7b99bcf79,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Nursing Process,PreL Planning,20.625,0.6346153846,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-433d9b66e4,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL QSEN,PreL QSEN Evidence Based Practice,2.5,0.25,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-86b92c4914,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL QSEN,PreL QSEN Patient-Centered Care,72.892857,0.7476190462,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-ac025be99a,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL QSEN,PreL QSEN Safety,23.125,0.7708333333,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-e8f7db1c5f,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Question Types,PreL BowTie,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-102a0fc96b,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Question Types,PreL Cloze Drop Down,7.5,0.75,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-45cae5c6b3,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Question Types,PreL Fill in the Blank,2.5,0.5,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-6ccec41abe,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Question Types,PreL Matrix Single Response,11.22619,0.8980952000000001,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-23e6c98fa2,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Question Types,PreL Multiple Choice (Traditional and Extended),60,0.6666666667,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-71b6520e61,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Question Types,PreL Select All That Apply (Traditional and NGN),12.291667,0.7023809713999999,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-8d8ad85447,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Question Types,PreL Select N,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-0e03f0c949,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Retired FCU Item,PreL Retired FCU Item,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-1d217b9580,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Spheres of Care,PreL Chronic Disease Management,7.5,0.6,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-97a2814085,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Spheres of Care,PreL Regenerative.Restorative Care,73.517857,0.7351785700000001,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-12d567c99d,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Spheres of Care,PreL Wellness.Disease Prevention,17.5,0.7,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-c1bd663669,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Abuse And Neglect,2,0.8,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-e6b70f2d54,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Alterations Of Cognition,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-27cf16e1a2,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,"Alterations Of Mood, Affect, And Suicidal Ideation",10.47619,0.8380952,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-fa053c2d3d,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Altered Mental Health in Children And Adolescents,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-498751fc38,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Altered Mental Health in Older Adults,0,0,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-1cbee7826e,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Altered Stress Response,4.166667,0.8333334000000001,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-503a5f8c45,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Anxiety,0,0,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-05927e368a,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Bereavement,0,0,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-1890368d0b,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Bipolar Disorder,10,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-2b78c3806d,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Cluster A Personality Disorders,0,0,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-b95e06e7c3,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Cluster B Personality Disorders,3.75,0.75,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-6635d16f8b,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Cluster C Personality Disorders,0,0,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-7f9b4bcbe0,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Depressive Disorders,7.5,0.75,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-1b5c5da084,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Disruptive Behavior Disorders,4.375,0.875,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-d089a7775d,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Eating Disorders,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-e9de1f1fa2,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Human Trafficking,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-bd10abc1d1,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Interpersonal Violence,2.5,0.5,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-346cf7e927,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Lateral/Horizontal Violence,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-ae75124dc6,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Medication Calculation,2.5,0.5,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-1ca370f5d1,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Neurodevelopmental Disorders,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-20310915b2,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Obsessive Compulsive Disorder,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-e823b45f21,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Post Traumatic Stress Disorder.Syndrome,7.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-11d1d0043d,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Psychosis,2.5,0.5,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-995643d06a,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Schizophrenia,3.75,0.5,W8 NR326 March Exam 2.csv
2026-03-E2-STU-63E48A24CA0B-2530b0ad73,STU-63E48A24CA0B,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Substance Related Disorders,7.5,0.6,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-f6bdb0f289,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL BSN Essentials,PreL Domain 1: Knowledge for Nursing Practice,17.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-30d08387a1,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL BSN Essentials,PreL Domain 2: Person-Centered Care,85.458333,0.8138888857000001,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-aa1f00c8f5,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL BSN Essentials,PreL Domain 5: Quality and Safety,12.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-c3c8395f52,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL BSN Essentials,PreL Domain 9: Professionalism,2.5,0.5,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-79f67744c7,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Bloom's Taxonomy,PreL Apply.Analyze,109.083333,0.8391025615,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-15028dba2a,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Bloom's Taxonomy,PreL Evaluate,2,0.8,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-95ed4e1cad,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Bloom's Taxonomy,PreL Remember.Understand,6.875,0.9166666667,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-eae3234ef3,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL CJE Items,CJE Item,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-75fbc3f34e,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Case Study,PreL Case Study,12.083333,0.8055555333,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-5abfee50a1,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Clinical Judgment,PreL 1-Recognize Cues,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-536ceb4ace,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Clinical Judgment,PreL 2-Analyze Cues,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-b759b4ab6e,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Clinical Judgment,PreL 3-Prioritize Hypotheses,0,0,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-0dbb949410,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Clinical Judgment,PreL 4-Generate Solutions,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-aaa694179b,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Clinical Judgment,PreL 5-Take Actions,2.083333,0.8333332,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-9e247bee48,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Clinical Judgment,PreL 6-Evaluate Outcomes,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-d2bbd673f3,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Addiction,10,0.8,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-2db19b7764,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Anxiety,12.5,0.8333333333,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-3092f7e9b2,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Cognition,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-c8b3df7ba6,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Communication,4.583333,0.45833329999999994,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-676e1bed12,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Development,4.375,0.875,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-e8cbc26e09,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Family Dynamics,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-cdc6c07443,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Fluid and Electrolytes,4.5,0.9,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-4b89691a4e,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Interpersonal Violence,12,0.8,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-cf65b8e5f6,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Mood and Affect,19.375,0.96875,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-9f794253dc,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Palliative Care,0,0,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-06a875c73d,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Psychosis,13.75,0.9166666667,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-d526f944df,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Safety,16.875,0.84375,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-49053bd6c4,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Concepts,PreL Stress and Coping,12.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-b43cca7fc9,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Dosage Calculation,PreL Oral Dosage,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-a7a3e0988a,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Exam,PreL FCUE NR326,117.958333,0.8425595214,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-54272dbeb3,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Basic Care and Comfort (BCC),2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-a5dea4da9a,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Health Promotion and Maintenance (HPM),7,0.9333333333,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-2e9a6b7b34,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Management of Care (MC),10,0.8,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-fd2eee6480,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Pharmacological and Parenteral Therapies (PPT),10,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-64127da332,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Physiological Adaptation (PA),5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-8ea1ba17ba,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Psychosocial Integrity (PI),75.958333,0.7995614000000001,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-4052f5b8d2,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Reduction of Risk Potential (RRP),2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-14e35da63a,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL NCLEX Client Needs Category,PreL Safety and Infection Control (SIC),5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-7208e2b7c0,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Nursing Process,PreL Analysis.Diagnosis,15,0.75,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-4ad703a50f,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Nursing Process,PreL Assessment,9.5,0.76,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-6811969a2e,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Nursing Process,PreL Evaluation,27,0.9,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-e2d31dab35,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Nursing Process,PreL Implementation.Intervention,28.333333,0.7555555467,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-f7b99bcf79,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Nursing Process,PreL Planning,31.25,0.9615384615000001,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-433d9b66e4,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL QSEN,PreL QSEN Evidence Based Practice,10,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-86b92c4914,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL QSEN,PreL QSEN Patient-Centered Care,77.958333,0.7995726462,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-ac025be99a,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL QSEN,PreL QSEN Safety,27.5,0.9166666667,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-e8f7db1c5f,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Question Types,PreL BowTie,2,0.8,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-102a0fc96b,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Question Types,PreL Cloze Drop Down,8.75,0.875,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-45cae5c6b3,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Question Types,PreL Fill in the Blank,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-6ccec41abe,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Question Types,PreL Matrix Single Response,11.583333,0.92666664,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-23e6c98fa2,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Question Types,PreL Multiple Choice (Traditional and Extended),72.5,0.8055555556,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-71b6520e61,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Question Types,PreL Select All That Apply (Traditional and NGN),15.625,0.8928571429000001,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-8d8ad85447,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Question Types,PreL Select N,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-0e03f0c949,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Retired FCU Item,PreL Retired FCU Item,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-1d217b9580,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Spheres of Care,PreL Chronic Disease Management,10,0.8,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-97a2814085,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Spheres of Care,PreL Regenerative.Restorative Care,82.958333,0.82958333,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-12d567c99d,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Spheres of Care,PreL Wellness.Disease Prevention,22.5,0.9,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-c1bd663669,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Abuse And Neglect,2,0.8,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-e6b70f2d54,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Alterations Of Cognition,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-27cf16e1a2,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,"Alterations Of Mood, Affect, And Suicidal Ideation",10,0.8,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-fa053c2d3d,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Altered Mental Health in Children And Adolescents,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-498751fc38,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Altered Mental Health in Older Adults,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-1cbee7826e,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Altered Stress Response,5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-503a5f8c45,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Anxiety,5,0.6666666667,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-05927e368a,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Bereavement,0,0,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-1890368d0b,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Bipolar Disorder,10,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-2b78c3806d,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Cluster A Personality Disorders,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-b95e06e7c3,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Cluster B Personality Disorders,2.5,0.5,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-6635d16f8b,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Cluster C Personality Disorders,2.5,1,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-7f9b4bcbe0,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Depressive Disorders,9.375,0.9375,W8 NR326 March Exam 2.csv
2026-03-E2-STU-6E7C54425CB7-1b5c5da084,STU-6E7C54425CB7,2026-03-E2,Mar 2026,Exam,2,PreL Topics Mental Health,Disruptive Behavior Disorders,4.375,0.875,W8 NR326 March Exam 2.csv
